Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
jan-lennard struff,daniel munoz de la nava,Kitzbuhel,18-Jul-16,Clay,Second Round,86,138,0,2,14,4,6,21,26,23,36,4,11,30,74,74,0,10,3,3,27,41,17,33,2,5,18,62,62
jurgen melzer,dominic thiem,Kitzbuhel,18-Jul-16,Clay,Second Round,421,9,0,2,13,4,2,40,57,10,17,2,3,16,51,66,0,8,3,4,20,28,15,23,0,3,24,74,59
nikoloz basilashvili,igor sijsling,Kitzbuhel,18-Jul-16,Clay,Second Round,123,115,0,2,16,1,2,39,56,16,33,6,18,50,105,105,1,12,7,3,37,62,18,43,4,10,34,89,89
adam pavlasek,marcel granollers,Kitzbuhel,18-Jul-16,Clay,Second Round,116,46,0,2,12,6,2,24,32,14,25,4,5,21,45,59,0,6,1,1,15,28,9,17,1,4,19,57,43
dusan lajovic,mischa zverev,Kitzbuhel,18-Jul-16,Clay,Second Round,83,146,0,2,12,4,2,34,43,11,19,2,4,22,60,67,0,8,5,1,23,38,15,22,0,4,17,62,55
karen khachanov,philipp kohlschreiber,Kitzbuhel,18-Jul-16,Clay,Second Round,104,23,0,2,12,3,5,25,33,13,32,5,12,28,60,66,0,8,1,3,20,31,12,29,3,10,27,65,59
paolo lorenzi,roberto carballes baena,Kitzbuhel,18-Jul-16,Clay,Second Round,48,103,0,2,12,3,1,20,26,15,26,4,9,24,50,59,0,4,0,3,17,26,9,24,0,1,17,52,43
nikoloz basilashvili,adam pavlasek,Kitzbuhel,18-Jul-16,Clay,Quarter-finals,123,116,0,2,18,4,3,53,72,16,27,3,7,46,114,115,1,16,9,5,45,66,23,48,2,2,30,99,98
paolo lorenzi,jan-lennard struff,Kitzbuhel,18-Jul-16,Clay,Quarter-finals,48,86,0,2,19,10,4,44,66,32,67,8,17,63,132,139,1,14,6,14,40,55,29,77,5,15,57,133,126
gerald melzer,jurgen melzer,Kitzbuhel,18-Jul-16,Clay,Quarter-finals,107,421,0,2,15,5,3,38,61,10,21,5,8,32,70,80,1,10,0,1,28,45,10,25,3,7,34,82,72
dusan lajovic,karen khachanov,Kitzbuhel,18-Jul-16,Clay,Quarter-finals,83,104,0,2,12,1,1,23,38,16,20,3,4,22,49,61,0,5,3,2,18,27,9,22,0,1,19,58,46
nikoloz basilashvili,dusan lajovic,Kitzbuhel,18-Jul-16,Clay,Semi-finals,123,83,0,2,12,2,3,30,41,11,23,4,6,19,41,60,0,4,3,2,20,34,2,7,0,2,23,64,45
paolo lorenzi,gerald melzer,Kitzbuhel,18-Jul-16,Clay,Semi-finals,48,107,0,2,14,4,2,37,45,29,47,1,14,41,113,107,0,12,2,3,49,71,23,42,1,5,26,92,98
paolo lorenzi,nikoloz basilashvili,Kitzbuhel,18-Jul-16,Clay,Finals,48,123,0,2,12,4,3,15,19,16,31,5,6,32,66,63,0,7,2,0,26,50,8,16,2,2,19,50,53
nikola cacic,aljaz bedene,Umag,18-Jul-16,Clay,First Round,.,69,0,2,17,1,3,45,69,25,48,4,7,37,97,107,1,15,11,8,37,48,23,49,3,8,47,117,107
renzo olivo,andre ghem,Umag,18-Jul-16,Clay,First Round,109,221,0,2,17,0,5,35,49,26,54,4,12,45,119,106,1,18,0,1,51,79,23,40,5,8,42,103,116
pablo carreno busta,andreas seppi,Umag,18-Jul-16,Clay,First Round,56,52,0,2,12,4,1,27,34,13,22,3,6,26,63,66,0,8,1,4,24,36,13,27,1,2,16,56,53
martin klizan,enrique lopez-perez,Umag,18-Jul-16,Clay,First Round,28,196,0,2,13,0,1,24,33,13,16,4,9,30,66,67,0,7,7,4,24,34,12,32,1,2,12,49,48
carlos berlocq,filip krajinovic,Umag,18-Jul-16,Clay,First Round,87,142,0,2,12,2,0,24,36,13,19,4,8,26,54,63,0,4,2,1,17,33,11,21,0,2,18,55,46
thomas fabbiano,franko skugor,Umag,18-Jul-16,Clay,First Round,111,176,1,2,10,2,0,20,29,4,8,5,10,26,44,50,0,1,1,0,10,25,8,19,0,1,13,37,31
gastao elias,guillermo garcia-lopez,Umag,18-Jul-16,Clay,First Round,72,54,0,2,12,3,1,19,31,21,33,5,7,28,49,68,0,3,0,6,13,28,8,21,1,11,24,64,45
jiri vesely,michael linzer,Umag,18-Jul-16,Clay,First Round,50,354,0,2,12,4,1,26,32,8,15,4,9,25,51,59,0,4,0,1,16,26,10,25,0,2,13,47,39
damir dzumhur,nicolas almagro,Umag,18-Jul-16,Clay,First Round,81,45,0,2,18,0,2,38,56,20,31,5,9,44,106,102,1,14,10,8,34,48,28,58,3,7,29,87,91
leonardo mayer,nikola mektic,Umag,18-Jul-16,Clay,First Round,117,292,0,2,13,4,4,33,42,9,22,4,5,26,59,68,0,7,2,1,23,36,10,23,1,2,22,64,55
teymuraz gabashvili,nino serdarusic,Umag,18-Jul-16,Clay,First Round,101,569,0,2,12,2,3,24,32,20,32,3,9,26,63,70,0,6,4,4,23,35,14,28,0,1,20,64,57
andrej martin,sergiy stakhovsky,Umag,18-Jul-16,Clay,First Round,124,85,0,2,13,2,3,42,51,9,22,3,14,44,107,95,0,10,1,5,37,52,26,55,2,7,22,73,85
carlos berlocq,jiri vesely,Umag,18-Jul-16,Clay,Second Round,87,50,1,2,10,2,0,18,27,10,14,4,5,22,49,50,0,5,0,3,20,31,7,18,1,2,13,41,40
joao sousa,leonardo mayer,Umag,18-Jul-16,Clay,Second Round,32,117,0,2,14,0,1,38,46,14,25,2,5,24,70,76,0,11,4,2,33,43,13,27,1,4,19,71,65
andrej martin,martin klizan,Umag,18-Jul-16,Clay,Second Round,124,28,0,2,16,5,3,51,74,13,30,5,15,41,97,105,1,13,1,3,36,61,20,36,3,17,40,104,96
jeremy chardy,nikola cacic,Umag,18-Jul-16,Clay,Second Round,38,.,0,2,12,4,0,17,18,11,13,5,8,24,37,52,0,2,1,2,8,20,5,17,0,0,3,31,16
gastao elias,pablo cuevas,Umag,18-Jul-16,Clay,Second Round,72,20,0,2,16,3,0,41,57,23,42,2,6,34,95,98,1,15,3,11,36,49,25,46,2,5,35,99,96
fabio fognini,renzo olivo,Umag,18-Jul-16,Clay,Second Round,39,109,0,2,12,0,5,18,25,21,34,4,11,25,52,64,0,5,2,1,12,24,15,28,1,6,20,59,47
pablo carreno busta,teymuraz gabashvili,Umag,18-Jul-16,Clay,Second Round,56,101,0,2,12,7,0,26,30,6,13,4,4,26,57,58,0,6,2,6,21,30,10,27,1,1,11,43,42
damir dzumhur,thomas fabbiano,Umag,18-Jul-16,Clay,Second Round,81,111,0,2,16,5,2,37,57,7,13,7,15,43,87,87,1,9,0,2,31,52,13,35,3,6,26,70,70
fabio fognini,damir dzumhur,Umag,18-Jul-16,Clay,Quarter-finals,39,81,0,2,16,3,8,24,41,20,39,8,12,38,68,82,1,8,1,1,23,43,7,25,4,12,36,80,66
carlos berlocq,jeremy chardy,Umag,18-Jul-16,Clay,Quarter-finals,87,38,0,2,12,1,3,32,48,2,9,5,9,28,57,62,0,6,1,5,22,35,7,22,2,3,23,57,52
andrej martin,joao sousa,Umag,18-Jul-16,Clay,Quarter-finals,124,32,0,2,16,8,0,51,77,17,31,4,6,32,80,100,1,11,1,4,37,55,11,25,2,13,40,108,88
gastao elias,pablo carreno busta,Umag,18-Jul-16,Clay,Quarter-finals,72,56,0,2,12,0,4,19,27,13,30,6,10,26,49,58,0,8,5,3,16,30,7,19,4,8,25,57,48
andrej martin,carlos berlocq,Umag,18-Jul-16,Clay,Semi-finals,124,87,0,2,13,1,2,25,43,10,19,6,17,43,86,78,0,10,3,2,37,64,6,22,5,7,27,62,70
fabio fognini,gastao elias,Umag,18-Jul-16,Clay,Semi-finals,39,72,0,2,12,2,0,23,26,14,21,3,5,20,52,57,0,6,4,1,22,31,10,21,0,0,10,47,42
fabio fognini,andrej martin,Umag,18-Jul-16,Clay,Finals,39,124,0,2,12,2,0,25,31,11,15,3,6,21,45,57,0,5,0,0,18,32,6,13,0,0,10,46,34
horacio zeballos,agustin velotti,Gstaad,18-Jul-16,Clay,First Round,73,253,0,2,12,8,2,33,44,8,20,4,9,31,63,72,0,6,1,3,22,35,10,28,1,10,23,64,55
thiago monteiro,antoine bellier,Gstaad,18-Jul-16,Clay,First Round,110,538,0,2,13,3,1,31,39,9,13,3,9,33,76,73,0,8,5,3,26,36,17,40,0,0,12,52,55
elias ymer,daniel brands,Gstaad,18-Jul-16,Clay,First Round,157,135,0,2,16,9,5,42,53,22,41,2,9,32,102,96,1,17,10,2,46,61,24,41,3,3,30,94,100
mirza basic,denis istomin,Gstaad,18-Jul-16,Clay,First Round,139,97,1,1,4,2,1,7,8,6,9,1,6,15,32,28,0,2,3,0,13,18,4,14,0,0,4,17,21
konstantin kravchuk,guido pella,Gstaad,18-Jul-16,Clay,First Round,105,51,0,2,20,12,3,73,95,26,55,1,5,32,118,131,1,19,13,2,65,84,21,34,1,13,51,150,137
mikhail youzhny,johan nikles,Gstaad,18-Jul-16,Clay,First Round,66,.,0,2,12,1,3,19,23,15,23,4,11,31,65,65,0,5,1,5,22,36,12,29,0,3,12,46,46
henri laaksonen,jozef kovalik,Gstaad,18-Jul-16,Clay,First Round,165,126,0,2,16,10,4,48,66,22,45,3,5,38,96,108,1,13,4,4,42,63,16,33,2,7,41,111,99
dustin brown,juan monaco,Gstaad,18-Jul-16,Clay,First Round,99,94,0,2,13,6,4,34,40,8,16,3,7,30,72,72,0,7,2,4,31,47,11,25,0,0,14,56,56
paul-henri mathieu,marco chiudinelli,Gstaad,18-Jul-16,Clay,First Round,60,129,0,2,13,9,2,27,32,9,19,4,5,23,53,59,0,6,3,1,19,26,11,27,1,1,15,51,45
tristan lamasine,radu albot,Gstaad,18-Jul-16,Clay,First Round,182,89,0,2,12,6,1,26,34,9,14,4,9,28,62,63,0,6,1,4,24,43,10,19,1,1,13,48,47
robin haase,thiemo de bakker,Gstaad,18-Jul-16,Clay,First Round,95,136,0,2,18,9,2,41,52,19,31,4,9,44,104,104,1,11,7,3,42,61,18,43,0,1,23,83,83
jan mertl,yann marti,Gstaad,18-Jul-16,Clay,First Round,306,391,0,2,18,9,5,46,62,11,31,7,18,50,108,107,1,13,0,6,40,68,18,40,4,6,36,93,94
thiago monteiro,gilles simon,Gstaad,18-Jul-16,Clay,Second Round,110,30,0,2,12,1,2,28,45,14,24,5,8,29,54,71,0,6,1,3,13,27,12,27,2,9,27,69,52
paul-henri mathieu,henri laaksonen,Gstaad,18-Jul-16,Clay,Second Round,60,165,0,2,12,7,4,32,36,5,17,4,5,21,45,58,0,5,3,5,16,26,8,19,1,4,16,53,40
robin haase,horacio zeballos,Gstaad,18-Jul-16,Clay,Second Round,95,73,0,2,13,13,2,45,56,9,22,2,5,25,70,79,0,10,6,4,29,40,16,30,1,7,24,78,69
feliciano lopez,jan mertl,Gstaad,18-Jul-16,Clay,Second Round,21,306,0,2,13,9,2,35,40,13,22,2,9,34,86,82,0,10,8,8,37,52,15,34,1,2,14,62,66
elias ymer,konstantin kravchuk,Gstaad,18-Jul-16,Clay,Second Round,157,105,0,2,16,7,6,54,85,24,43,3,7,32,93,110,1,17,4,5,40,52,21,41,4,10,50,128,111
mikhail youzhny,mirza basic,Gstaad,18-Jul-16,Clay,Second Round,66,139,0,2,18,7,6,46,61,18,36,4,14,44,109,108,1,15,7,3,50,68,15,41,3,6,33,97,98
dustin brown,thomaz bellucci,Gstaad,18-Jul-16,Clay,Second Round,99,49,0,2,15,5,5,46,62,13,33,4,6,27,75,86,1,13,10,5,26,40,22,35,4,12,36,95,84
albert ramos-vinolas,tristan lamasine,Gstaad,18-Jul-16,Clay,Second Round,31,182,0,2,12,3,0,23,29,13,21,4,10,26,55,62,0,6,2,5,15,31,14,24,1,3,14,50,43
paul-henri mathieu,albert ramos-vinolas,Gstaad,18-Jul-16,Clay,Quarter-finals,60,31,0,2,16,5,4,39,59,32,55,3,4,27,78,98,1,13,8,3,37,52,14,26,2,7,43,114,94
feliciano lopez,elias ymer,Gstaad,18-Jul-16,Clay,Quarter-finals,21,157,0,2,13,6,0,36,40,19,31,1,13,34,89,89,0,10,7,2,39,55,16,34,0,5,16,71,71
dustin brown,mikhail youzhny,Gstaad,18-Jul-16,Clay,Quarter-finals,99,66,0,2,12,6,6,36,49,14,25,2,5,24,65,74,0,8,5,2,25,40,16,25,0,8,24,74,65
robin haase,thiago monteiro,Gstaad,18-Jul-16,Clay,Quarter-finals,95,110,0,2,14,6,0,33,33,19,22,1,1,19,67,71,0,11,2,0,34,49,14,18,0,0,3,55,51
feliciano lopez,dustin brown,Gstaad,18-Jul-16,Clay,Semi-finals,21,99,0,2,16,9,1,39,50,19,32,3,9,29,82,87,1,12,7,8,42,55,11,27,1,1,24,82,77
robin haase,paul-henri mathieu,Gstaad,18-Jul-16,Clay,Semi-finals,95,60,0,2,14,13,1,42,50,18,38,1,5,34,86,94,0,12,3,3,30,46,22,40,1,5,28,88,80
feliciano lopez,robin haase,Gstaad,18-Jul-16,Clay,Finals,21,95,0,2,13,8,1,25,29,17,27,3,6,24,64,66,0,9,7,4,31,39,9,25,1,1,14,56,54
bernard tomic,alejandro gonzalez,Toronto,25-Jul-16,Hard,First Round,22,163,0,2,13,7,3,27,36,11,26,4,9,38,77,76,0,10,4,1,23,43,16,34,3,3,24,62,63
yen-hsun lu,alexander zverev,Toronto,25-Jul-16,Hard,First Round,70,25,0,2,13,3,2,35,49,12,22,3,7,29,67,76,0,8,3,7,23,36,15,31,1,6,24,71,62
donald young,alexandr dolgopolov,Toronto,25-Jul-16,Hard,First Round,57,38,0,2,13,5,5,36,51,20,36,2,3,28,71,84,0,10,10,3,34,44,9,27,1,10,31,87,74
ryan harrison,andrey kuznetsov,Toronto,25-Jul-16,Hard,First Round,144,45,0,2,12,5,0,26,29,6,10,4,6,21,44,53,0,4,2,4,15,20,8,24,0,0,7,39,30
radek stepanek,benoit paire,Toronto,25-Jul-16,Hard,First Round,129,28,0,2,12,3,2,21,29,17,26,4,10,30,62,68,0,4,6,5,20,26,12,36,0,6,17,55,49
jack sock,denis kudla,Toronto,25-Jul-16,Hard,First Round,26,102,0,2,12,4,6,19,25,14,26,5,12,31,58,64,0,4,0,8,16,27,11,31,1,2,18,51,45
gilles muller,dmitry tursunov,Toronto,25-Jul-16,Hard,First Round,37,433,0,2,13,21,3,28,33,14,24,3,9,31,73,73,0,7,6,3,28,44,14,29,0,1,15,57,57
john isner,dudi sela,Toronto,25-Jul-16,Hard,First Round,16,60,0,2,16,15,1,47,52,11,22,3,4,24,68,82,1,11,2,6,27,34,17,34,1,2,16,74,60
lucas pouille,emilio gomez,Toronto,25-Jul-16,Hard,First Round,23,318,0,2,19,9,5,55,66,23,42,3,12,46,129,124,1,16,8,4,60,77,23,52,1,4,30,108,113
rajeev ram,ernests gulbis,Toronto,25-Jul-16,Hard,First Round,118,66,0,2,12,2,1,28,31,10,16,3,7,22,52,60,0,6,3,3,24,33,6,19,0,3,9,47,39
dennis novikov,federico delbonis,Toronto,25-Jul-16,Hard,First Round,131,43,0,2,12,11,2,32,42,11,21,2,2,15,45,58,0,7,4,5,21,26,9,19,0,2,20,63,50
sam querrey,frank dancevic,Toronto,25-Jul-16,Hard,First Round,29,234,0,2,13,7,1,31,35,17,27,2,5,34,86,82,0,10,5,2,28,43,24,43,1,5,14,62,66
borna coric,ivan dodig,Toronto,25-Jul-16,Hard,First Round,53,79,0,2,17,11,2,40,58,19,32,4,7,30,83,89,1,13,9,5,31,39,22,44,2,5,31,90,84
vasek pospisil,jeremy chardy,Toronto,25-Jul-16,Hard,First Round,101,39,1,1,7,6,1,17,20,9,13,1,3,12,37,38,0,6,3,3,13,16,12,21,1,1,7,33,32
gael monfils,joao sousa,Toronto,25-Jul-16,Hard,First Round,14,36,0,2,12,8,4,24,35,14,26,5,14,29,58,67,0,6,4,8,20,29,9,29,2,6,23,61,52
jared donaldson,john millman,Toronto,25-Jul-16,Hard,First Round,147,67,1,2,10,4,5,21,25,11,23,3,7,22,56,54,0,7,1,2,24,36,10,20,1,2,16,48,50
steven diez,kyle edmund,Toronto,25-Jul-16,Hard,First Round,192,84,0,2,15,5,5,40,50,14,32,4,10,31,80,85,1,11,9,3,36,50,13,30,2,3,28,82,77
denis shapovalov,nick kyrgios,Toronto,25-Jul-16,Hard,First Round,370,19,0,2,16,12,4,40,51,27,48,2,10,39,104,106,1,15,13,18,48,62,17,42,2,10,32,99,97
mikhail youzhny,stephane robert,Toronto,25-Jul-16,Hard,First Round,61,58,0,2,13,6,9,31,47,18,39,4,11,34,75,83,0,9,5,3,26,44,15,31,3,10,37,86,78
fabio fognini,steve johnson,Toronto,25-Jul-16,Hard,First Round,33,21,0,2,12,8,3,30,38,14,26,3,6,27,63,71,0,8,7,3,29,39,7,24,1,6,20,64,56
ivo karlovic,taylor fritz,Toronto,25-Jul-16,Hard,First Round,27,63,0,2,19,29,7,58,66,23,38,2,6,38,115,119,1,15,7,7,48,56,29,59,0,2,23,104,100
peter polansky,tim smyczek,Toronto,25-Jul-16,Hard,First Round,247,119,0,2,16,4,1,34,50,16,22,5,6,31,74,81,1,9,4,4,33,45,10,29,2,7,22,72,65
kevin anderson,viktor troicki,Toronto,25-Jul-16,Hard,First Round,34,35,0,2,13,9,4,29,34,16,29,2,2,18,54,63,0,9,5,3,28,36,8,18,1,2,18,63,54
grigor dimitrov,yuichi sugita,Toronto,25-Jul-16,Hard,First Round,40,107,0,2,18,7,5,44,69,19,34,5,13,47,114,110,1,17,8,5,46,67,21,47,5,7,40,103,107
tomas berdych,borna coric,Toronto,25-Jul-16,Hard,Second Round,8,53,0,2,16,13,4,40,47,21,35,3,5,26,74,87,1,11,9,3,27,38,21,36,1,2,21,82,69
grigor dimitrov,denis shapovalov,Toronto,25-Jul-16,Hard,Second Round,40,370,0,2,12,5,3,33,41,8,18,3,6,24,59,65,0,7,1,4,24,36,11,23,1,3,18,59,53
kei nishikori,dennis novikov,Toronto,25-Jul-16,Hard,Second Round,6,131,0,2,13,2,6,19,30,18,31,5,9,29,63,66,0,9,2,3,22,33,12,30,3,7,24,61,58
kevin anderson,dominic thiem,Toronto,25-Jul-16,Hard,Second Round,34,9,1,1,4,6,0,8,8,4,6,1,3,8,16,20,0,1,1,2,6,9,2,7,0,0,2,14,10
jack sock,donald young,Toronto,25-Jul-16,Hard,Second Round,26,57,0,2,12,4,2,18,23,19,23,3,9,24,61,61,0,7,7,3,21,31,16,30,0,0,9,46,46
jared donaldson,fabio fognini,Toronto,25-Jul-16,Hard,Second Round,147,33,0,2,15,4,6,27,37,23,51,6,16,48,98,98,1,12,5,7,31,44,19,54,5,11,38,88,88
novak djokovic,gilles muller,Toronto,25-Jul-16,Hard,Second Round,1,37,0,2,14,3,3,30,39,18,27,3,5,32,77,80,0,11,11,3,33,47,12,30,2,3,18,66,63
ryan harrison,john isner,Toronto,25-Jul-16,Hard,Second Round,144,16,0,2,19,13,2,50,64,32,48,1,5,18,94,100,1,17,25,2,56,61,20,33,0,4,30,112,106
rajeev ram,lucas pouille,Toronto,25-Jul-16,Hard,Second Round,118,23,0,2,13,3,4,33,52,14,29,4,10,36,78,83,0,10,5,5,24,36,18,42,3,4,34,81,76
ivo karlovic,marin cilic,Toronto,25-Jul-16,Hard,Second Round,27,12,0,2,13,20,3,34,41,14,19,1,3,18,64,66,0,10,3,3,25,33,21,31,0,0,12,60,58
stan wawrinka,mikhail youzhny,Toronto,25-Jul-16,Hard,Second Round,5,61,0,2,14,5,2,35,43,24,42,2,4,34,90,93,0,12,2,2,33,47,23,43,2,6,26,85,82
radek stepanek,peter polansky,Toronto,25-Jul-16,Hard,Second Round,129,247,0,2,13,5,1,27,37,11,22,4,9,32,71,70,0,10,2,5,18,35,21,36,3,4,21,59,60
david goffin,sam querrey,Toronto,25-Jul-16,Hard,Second Round,11,29,1,2,8,2,2,16,19,11,18,2,4,18,45,45,0,5,3,3,18,27,9,18,0,2,10,37,37
bernard tomic,steven diez,Toronto,25-Jul-16,Hard,Second Round,22,192,0,2,13,14,1,39,51,11,22,2,8,30,75,80,0,9,2,6,28,42,17,33,1,3,23,73,68
gael monfils,vasek pospisil,Toronto,25-Jul-16,Hard,Second Round,14,101,0,2,13,7,1,26,34,15,19,3,4,28,66,69,0,6,7,3,23,32,15,34,0,0,12,53,50
milos raonic,yen-hsun lu,Toronto,25-Jul-16,Hard,Second Round,7,70,0,2,12,8,3,28,35,10,14,3,7,25,54,63,0,6,2,1,20,33,9,21,0,1,11,49,40
kevin anderson,bernard tomic,Toronto,25-Jul-16,Hard,Third Round,34,22,0,2,16,26,2,45,56,21,36,2,5,32,90,98,1,13,10,0,46,65,12,25,1,9,26,92,84
gael monfils,david goffin,Toronto,25-Jul-16,Hard,Third Round,14,11,0,2,15,13,3,37,53,23,51,4,9,37,93,97,1,16,3,4,39,54,17,39,5,9,44,104,100
grigor dimitrov,ivo karlovic,Toronto,25-Jul-16,Hard,Third Round,40,27,0,2,13,14,3,43,48,6,17,2,5,26,65,75,0,8,14,7,28,40,11,25,0,2,16,65,55
stan wawrinka,jack sock,Toronto,25-Jul-16,Hard,Third Round,5,26,0,2,13,4,2,26,37,24,34,2,6,23,66,73,0,8,6,3,30,43,13,23,0,3,21,71,64
milos raonic,jared donaldson,Toronto,25-Jul-16,Hard,Third Round,7,147,0,2,12,15,3,25,31,11,15,3,8,29,62,65,0,5,3,3,24,34,9,28,0,0,10,46,43
novak djokovic,radek stepanek,Toronto,25-Jul-16,Hard,Third Round,1,129,0,2,12,3,1,27,34,11,16,4,10,33,71,71,0,6,5,4,19,28,19,43,1,5,12,50,50
kei nishikori,rajeev ram,Toronto,25-Jul-16,Hard,Third Round,6,118,0,2,12,5,0,24,30,14,22,3,6,22,54,60,0,7,6,0,22,33,10,21,0,4,14,52,46
tomas berdych,ryan harrison,Toronto,25-Jul-16,Hard,Third Round,8,144,0,2,18,19,6,51,58,18,33,2,5,30,99,99,1,15,11,3,46,56,23,43,0,1,22,91,91
kei nishikori,grigor dimitrov,Toronto,25-Jul-16,Hard,Quarter-finals,6,40,0,2,15,6,4,41,61,20,38,4,10,40,90,101,1,11,5,3,38,62,12,28,2,13,38,99,88
stan wawrinka,kevin anderson,Toronto,25-Jul-16,Hard,Quarter-finals,5,34,0,2,12,2,3,23,28,10,18,4,10,25,51,58,0,4,6,5,15,26,11,25,0,2,13,46,39
gael monfils,milos raonic,Toronto,25-Jul-16,Hard,Quarter-finals,14,7,0,2,12,7,2,34,41,14,28,2,4,12,46,60,0,8,7,1,28,34,6,12,0,4,21,69,55
novak djokovic,tomas berdych,Toronto,25-Jul-16,Hard,Quarter-finals,1,8,0,2,13,3,5,33,42,22,44,2,4,27,72,82,0,10,8,4,27,36,18,36,1,8,31,86,76
novak djokovic,gael monfils,Toronto,25-Jul-16,Hard,Semi-finals,1,14,0,2,12,1,5,28,35,9,19,4,5,25,48,62,0,5,2,1,16,23,7,25,1,7,17,54,40
kei nishikori,stan wawrinka,Toronto,25-Jul-16,Hard,Semi-finals,6,5,0,2,13,5,2,31,43,15,24,3,9,33,72,79,0,7,5,2,19,32,20,40,1,4,21,67,60
novak djokovic,kei nishikori,Toronto,25-Jul-16,Hard,Finals,1,6,0,2,13,5,0,36,44,6,14,3,5,24,59,66,0,8,4,2,26,41,9,18,1,2,16,58,51
donald young,austin krajicek,Atlanta,1-Aug-16,Hard,First Round,53,131,0,2,17,11,7,42,60,29,45,2,9,45,125,116,1,17,10,9,54,74,26,51,2,5,34,105,114
taylor fritz,austin smith,Atlanta,1-Aug-16,Hard,First Round,60,.,0,2,12,7,0,21,30,16,23,4,7,23,48,60,0,4,1,4,15,30,10,18,0,2,16,53,41
reilly opelka,christopher eubanks,Atlanta,1-Aug-16,Hard,First Round,.,.,0,2,14,9,2,35,38,27,37,0,1,25,86,87,0,12,6,8,50,59,11,27,0,0,13,75,74
yoshihito nishioka,daniel evans,Atlanta,1-Aug-16,Hard,First Round,97,82,0,2,19,2,5,43,66,24,44,5,10,50,114,117,1,15,8,9,45,64,19,50,3,7,43,110,107
fernando verdasco,dusan lajovic,Atlanta,1-Aug-16,Hard,First Round,48,70,0,2,13,2,1,38,46,13,20,1,4,24,70,75,0,10,5,3,33,44,13,26,0,2,15,66,61
horacio zeballos,guillermo garcia-lopez,Atlanta,1-Aug-16,Hard,First Round,78,52,0,2,18,14,4,39,53,26,40,4,6,35,92,100,1,14,7,8,33,44,24,48,2,7,28,93,85
bjorn fratangelo,igor sijsling,Atlanta,1-Aug-16,Hard,First Round,119,114,0,2,13,5,3,40,56,11,23,4,6,34,69,85,0,7,6,4,23,36,12,33,1,7,28,79,63
julien benneteau,john-patrick smith,Atlanta,1-Aug-16,Hard,First Round,406,219,0,2,12,6,1,21,28,15,19,3,6,21,52,57,0,6,4,4,21,30,10,22,0,0,11,47,42
adrian mannarino,mischa zverev,Atlanta,1-Aug-16,Hard,First Round,67,139,0,2,16,6,2,37,53,26,42,2,8,30,93,93,1,15,10,2,44,61,19,32,2,8,32,95,95
jared donaldson,sam groth,Atlanta,1-Aug-16,Hard,First Round,123,168,0,2,12,6,3,22,25,16,23,3,5,21,54,59,0,6,8,7,24,31,9,23,0,2,10,48,43
tobias kamke,sergiy stakhovsky,Atlanta,1-Aug-16,Hard,First Round,127,89,0,2,14,1,6,36,49,19,38,2,8,40,93,95,0,12,3,7,29,45,24,48,2,6,32,87,85
tim smyczek,thiago monteiro,Atlanta,1-Aug-16,Hard,First Round,116,101,0,2,18,10,5,35,45,32,57,4,9,34,94,101,1,16,5,3,38,57,22,37,4,11,35,102,95
john isner,adrian mannarino,Atlanta,1-Aug-16,Hard,Second Round,17,67,0,2,12,16,1,28,39,6,12,5,9,31,55,65,0,4,3,4,17,30,7,25,1,5,17,51,41
yoshihito nishioka,alexandr dolgopolov,Atlanta,1-Aug-16,Hard,Second Round,97,38,0,2,14,2,3,28,36,18,28,4,7,34,78,80,1,10,8,11,28,38,16,40,2,5,18,64,62
taylor fritz,bjorn fratangelo,Atlanta,1-Aug-16,Hard,Second Round,60,119,0,2,16,7,6,38,48,19,41,4,9,33,83,90,1,11,4,2,24,40,26,43,2,8,32,89,82
nick kyrgios,jared donaldson,Atlanta,1-Aug-16,Hard,Second Round,18,123,0,2,13,9,4,30,35,16,25,3,5,24,66,70,0,9,2,4,29,37,13,29,1,3,14,60,56
fernando verdasco,julien benneteau,Atlanta,1-Aug-16,Hard,Second Round,48,406,0,2,12,3,2,21,25,12,18,4,7,22,46,55,0,4,3,3,14,28,10,18,0,0,10,43,34
reilly opelka,kevin anderson,Atlanta,1-Aug-16,Hard,Second Round,.,28,0,2,19,20,6,52,65,26,51,4,18,44,118,122,1,15,14,14,43,59,31,59,2,9,38,116,112
donald young,tim smyczek,Atlanta,1-Aug-16,Hard,Second Round,53,116,0,2,17,3,5,33,50,20,38,5,11,45,105,98,1,15,7,6,33,51,27,54,4,6,35,88,95
